--- Log started at Mon Aug 06 22:56:06 2012

000000.000|   13496.0000kb|  13496.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.407|  196164.0000kb| 182668.0000kb added| ALWAYS| Global Log Level set to WARN
000000.407|  196172.0000kb|      8.0000kb added| ALWAYS| Build Version: Version 1.0.0.144 (Jul 31 2012/14:03:17) [PUBLIC] <__MAIN__>
000000.659|  199660.0000kb|   3488.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.186/deploy/LolClient.exe" "216.133.234.225 5129 yhMzFZmFeJCS2PaI3fbaBA== <id_removed>"
000000.660|  199664.0000kb|      4.0000kb added| ALWAYS| Started System Init
000000.662|  199784.0000kb|    120.0000kb added| ALWAYS| Maestro Init
000001.214|  200412.0000kb|    628.0000kb added| ALWAYS| Maestro completed init
000001.226|  201464.0000kb|   1052.0000kb added| ALWAYS| StartSession called
000001.226|  201464.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000001.227|  201488.0000kb|     24.0000kb added| ALWAYS| Waiting until connection...
000001.227|  201488.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000001.229|  202120.0000kb|    632.0000kb added| ALWAYS| r3dRenderLayer::Init(0x010803ba) enter
000001.607|  219872.0000kb|  17752.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000001.624|  220592.0000kb|    720.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000001.920|  225556.0000kb|   4964.0000kb added| ALWAYS| Physical memory: 8589934592
000001.920|  225556.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 8.17.12.9593
000001.920|  225556.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.920|  225556.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.920|  225560.0000kb|      4.0000kb added| ALWAYS| Measured processor speed: 2321
000001.921|  225560.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 8.17.12.9593
000001.921|  225560.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000002.401|  237928.0000kb|  12368.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000002.401|  237928.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.172/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000002.401|  237928.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
