--- Log started at Tue Jun 26 19:51:05 2012

000000.000|   13376.0000kb|  13376.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.413|  195568.0000kb| 182192.0000kb added| ALWAYS| Global Log Level set to WARN
000000.413|  195616.0000kb|     48.0000kb added| ALWAYS| Build Version: Version 1.0.0.141 (Jun 15 2012/17:03:43) [PUBLIC] <__LIVE__>
000000.497|  198524.0000kb|   2908.0000kb added| ALWAYS| 8394 LoLLauncher.exe C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.154/deploy/LolClient.exe 216.133.234.97 5133 MfAPj4qYzW0MbtPDe4qMzQ== 19087802 
000000.498|  198608.0000kb|     84.0000kb added| ALWAYS| Started System Init
000000.499|  199340.0000kb|    732.0000kb added| ALWAYS| Maestro Init
000000.672|  200004.0000kb|    664.0000kb added| ALWAYS| Maestro completed init
000000.685|  200940.0000kb|    936.0000kb added| ALWAYS| StartSession called
000000.685|  200960.0000kb|     20.0000kb added| ALWAYS| Started Init event arguments
000000.685|  201008.0000kb|     48.0000kb added| ALWAYS| Waiting until connection...
000000.685|  201008.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000000.715|  201808.0000kb|    800.0000kb added| ALWAYS| r3dRenderLayer::Init(0x009303d2) enter
000000.742|  211448.0000kb|   9640.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000000.758|  212092.0000kb|    644.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000001.554|  228940.0000kb|  16848.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000001.554|  228940.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.160/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000001.554|  228940.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000001.554|  228940.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.160/deploy/data/menu/IMEConfig.xml".
000001.554|  228944.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.160/deploy/data/menu/IMEConfig.xml (from file (null))
000001.879|  231004.0000kb|   2060.0000kb added| ALWAYS| Connected
000001.879|  231032.0000kb|     28.0000kb added| ALWAYS| Receiving PKT_World_SendGameNumber, GameID :0000000019a0580e
000001.879|  231032.0000kb|      0.0000kb added| ALWAYS| Received client ID
000001.879|  231032.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000001.879|  231032.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.879|  231032.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.879|  231036.0000kb|      4.0000kb added| ALWAYS| Measured processor speed: 2321
000001.879|  231036.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000001.879|  231036.0000kb|      0.0000kb added| ALWAYS| Started Init render
000001.879|  231048.0000kb|     12.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects\lol_air_client\releases\0.0.0.154\deploy\preferences\
000001.879|  231056.0000kb|      8.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(0)
000001.880|  231056.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(1)
