000000.000|   10800.0000kb|  10800.0000kb added| ALWAYS| Logging started at 2014-08-22T13:42:49.028
000000.001|   10816.0000kb|     16.0000kb added| ALWAYS| Loading RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.492|   11196.0000kb|    380.0000kb added|   OKAY| Riot::RADS::Reader::RadsExportsMain::Initialize: RADS library initializing with specified working directory "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.1.52\deploy".
000000.492|   11284.0000kb|     88.0000kb added|   OKAY| Riot::RADS::Reader::RuntimeEnvironment::Create: Creating RADS runtime environment: RADS root directory = "C:/Riot Games/League of Legends/RADS"
000000.492|   11308.0000kb|     24.0000kb added|   OKAY| Riot::RADS::Reader::SolutionManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.52/solutionmanifest")
000000.577|   11344.0000kb|     36.0000kb added|   OKAY| Riot::RADS::Reader::ConfigurationManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.52/configurationmanifest")
000000.577|   11352.0000kb|      8.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::LoadInternal: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_us/releases/0.0.0.235/releasemanifest")
000021.044|   11568.0000kb|    216.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::LoadInternal: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client/releases/0.0.0.247/releasemanifest")
000062.460|   18012.0000kb|   6444.0000kb added| ALWAYS| Loaded RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000066.894|   45236.0000kb|  27224.0000kb added|   OKAY| Unable to process data overlay file ./ToolsConfig.xml, defaulting to overlay now
000066.894|   45236.0000kb|      0.0000kb added| ALWAYS| Data overlay start folder initialized to DATA, Content/Src
000067.035|   45724.0000kb|    488.0000kb added| ALWAYS| Global logging level set to   WARN
000067.306|   45940.0000kb|    216.0000kb added| ALWAYS| Build Version: Version 4.14.0.362 (Aug 19 2014/16:59:57) [PUBLIC] <Releases/4.14> ChangeList: 681761
000067.824|   49028.0000kb|   3088.0000kb added| ALWAYS| Started System Init
000068.845|   49588.0000kb|    560.0000kb added| ALWAYS| Maestro Init
000069.214|   51316.0000kb|   1728.0000kb added| ALWAYS| Maestro completed init
000069.214|   51324.0000kb|      8.0000kb added| ALWAYS| zip manifest, 'ClientZips.txt', not found (expected).
000069.456|   52412.0000kb|   1088.0000kb added| ALWAYS| StartSession called
000069.456|   52412.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000069.457|   52560.0000kb|    148.0000kb added| ALWAYS| Waiting until connection...
000069.650|   60496.0000kb|   7936.0000kb added| ALWAYS| InitRenderer() enter
000069.741|   60672.0000kb|    176.0000kb added| ALWAYS| r3dRenderLayer::Init(0x00880470) enter
000071.514|   66512.0000kb|   5840.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000073.431|   75452.0000kb|   8940.0000kb added| ALWAYS| Loaded locale en_US via fontconfig
000073.866|   71936.0000kb|  -3516.0000kb added| ALWAYS| IME file, 'C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.52/deploy/Data/Menu/IMEConfig.xml', is optional. The following error is expected.
000074.092|   72044.0000kb|    108.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.52/deploy/Data/Menu/IMEConfig.xml" because it's not in the manifest.
000074.093|   72044.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.52/deploy/Data/Menu/IMEConfig.xml
000074.433|   72480.0000kb|    436.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.104/deploy/preferences/
000074.551|   72800.0000kb|    320.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1366, YRes = 768, BPP = 32,  Flags=0) enter
000074.551|   72800.0000kb|      0.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000074.579|   72612.0000kb|   -188.0000kb added| ALWAYS| OS Version String: 7 Service Pack 1 Home Premium, x64
000074.579|   72612.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000074.579|   72612.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 2311
000074.579|   72612.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 9.18.13.4052
000074.579|   72612.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000074.603|   72620.0000kb|      8.0000kb added| ALWAYS| {"messageType":"hardware_information","message_body":"Hardware Info","operating_system":"7 Service Pack 1 Home Premium, x64","cpu":"GenuineIntel","cpu_processor":"Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz","cpu_identifier":"Intel64 Family 6 Model 58 Stepping 9","cpu_topology":4,"gpu":"NVIDIA GeForce GTX 660M","video_memory":"2147483648","driver_version":"9.18.13.4052","physical_memory":8589934592}
000074.603|   72620.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION START-----
000074.603|   72620.0000kb|      0.0000kb added| ALWAYS| Operating System: 7 Service Pack 1 Home Premium, x64
000074.603|   72620.0000kb|      0.0000kb added| ALWAYS| GPU Manufacturer: NVIDIA GeForce GTX 660M
000074.603|   72620.0000kb|      0.0000kb added| ALWAYS| GPU Memory: 2147483648
000074.603|   72620.0000kb|      0.0000kb added| ALWAYS| GPU Driver Version: 9.18.13.4052
