000000.000|   13048.0000kb|  13048.0000kb added| ALWAYS| Logging started at 2013-09-14T22:19:13.989
000000.002|   13068.0000kb|     20.0000kb added| ALWAYS| Loading RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.003|   13292.0000kb|    224.0000kb added|   OKAY| Riot::RADS::Reader::RadsExportsMain::Initialize: RADS library initializing with specified working directory "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.0.247\deploy".
000000.003|   13292.0000kb|      0.0000kb added|   OKAY| Riot::RADS::Reader::RuntimeEnvironment::Create: Creating RADS runtime environment: RADS root directory = "C:/Riot Games/League of Legends/RADS"
000000.003|   13292.0000kb|      0.0000kb added|   OKAY| Riot::RADS::Reader::SolutionManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.247/solutionmanifest")
000000.004|   13308.0000kb|     16.0000kb added|   OKAY| Riot::RADS::Reader::ConfigurationManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.247/configurationmanifest")
000000.004|   13308.0000kb|      0.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_us/releases/0.0.0.165/releasemanifest")
000000.005|   13372.0000kb|     64.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client/releases/0.0.0.180/releasemanifest")
000000.341|   18732.0000kb|   5360.0000kb added| ALWAYS| Loaded RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.383|   53976.0000kb|  35244.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.46/deploy/preferences/
000000.391|   65036.0000kb|  11060.0000kb added| ALWAYS| Global logging level set to   WARN
000000.392|   65320.0000kb|    284.0000kb added| ALWAYS| Build Version: Version 3.11.0.317 (Sep 10 2013/19:31:53) [PUBLIC] <Releases/3.11> ChangeList: 342774
000000.432|   67388.0000kb|   2068.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.1.46/deploy/LolClient.exe" "216.133.234.95 5116 mgMR+8l0kKEgeMdIaebHjQ== <id_removed>"
000000.434|   67396.0000kb|      8.0000kb added| ALWAYS| Started System Init
000000.435|   67476.0000kb|     80.0000kb added| ALWAYS| Maestro Init
000000.452|   70732.0000kb|   3256.0000kb added| ALWAYS| Maestro completed init
000000.452|   70748.0000kb|     16.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.465|   71952.0000kb|   1204.0000kb added| ALWAYS| StartSession called
000000.466|   71952.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000000.467|   71996.0000kb|     44.0000kb added| ALWAYS| Waiting until connection...
000001.604|   76444.0000kb|   4448.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.604|   76444.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.604|   76444.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 2328
000001.604|   76444.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 9.18.13.2049
000001.604|   76444.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.604|   76468.0000kb|     24.0000kb added| ALWAYS| {"messageType":"hardware_information","message_body":"Hardware Info","operating_system":"Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit","cpu":"GenuineIntel","cpu_processor":"Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz","cpu_identifier":"Intel64 Family 6 Model 58 Stepping 9","cpu_topology":4,"gpu":"NVIDIA GeForce GTX 660M","video_memory":"2147483648","driver_version":"9.18.13.2049","physical_memory":8589934592}
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION START-----
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| Operating System: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| GPU Manufacturer: NVIDIA GeForce GTX 660M
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| GPU Memory: 2147483648
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| GPU Driver Version: 9.18.13.2049
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| CPU Brand: GenuineIntel
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| CPU Processor Name: Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| CPU Identifier: Intel64 Family 6 Model 58 Stepping 9
000001.604|   76468.0000kb|      0.0000kb added| ALWAYS| CPU Speed: 2294
000001.605|   76468.0000kb|      0.0000kb added| ALWAYS| CPU Topology: 4 Core
000001.605|   76468.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.605|   76468.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION END-----
000002.844|   80000.0000kb|   3532.0000kb added| ALWAYS| InitRenderer() enter
000002.844|   80196.0000kb|    196.0000kb added| ALWAYS| r3dRenderLayer::Init(0x00df07e8) enter
000002.859|   83552.0000kb|   3356.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000003.652|   92924.0000kb|   9372.0000kb added| ALWAYS| Loaded locale en_US via fontconfig
000003.658|   89860.0000kb|  -3064.0000kb added|  ERROR| Missing file on r3dGFile open :C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.247/deploy/Data/Menu/IMEConfig.xml
000003.672|   90248.0000kb|    388.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1366, YRes = 768, BPP = 32,  Flags=4) enter
000003.672|   90276.0000kb|     28.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000003.820|  106016.0000kb|  15740.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Initialize shaders for current rendering path
000004.121|  108264.0000kb|   2248.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000004.583|  110524.0000kb|   2260.0000kb added| ALWAYS| r3dRenderLayer::SetMode exit successfully
000005.724|  111364.0000kb|    840.0000kb added| ALWAYS| In Riot::Win::Resize: Resizing the window and retrieving monitor info
000005.724|  111364.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: Initial VideoMode(5d88e48) and resolution (1366 x 768) 
000005.724|  111364.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: VideoMode(5d88e48) and resolution (683 x 384) 
000005.727|  111408.0000kb|     44.0000kb added| ALWAYS| In Riot::Win::Resize: Resized window to resolution 1366x768
000005.812|  114604.0000kb|   3196.0000kb added| ALWAYS| Sleeping
000005.911|  114468.0000kb|   -136.0000kb added| ALWAYS| Start processing App Update
000005.911|  114480.0000kb|     12.0000kb added| ALWAYS| End processing App Update
000005.912|  114516.0000kb|     36.0000kb added| ALWAYS| Sleeping
000006.011|  114484.0000kb|    -32.0000kb added| ALWAYS| Start processing App Update
000006.012|  114488.0000kb|      4.0000kb added| ALWAYS| {"messageType":"riot__game_client__connection_info","message_body":"Hard Connect"}
000006.012|  114540.0000kb|     52.0000kb added| ALWAYS| Receiving PKT_World_SendGameNumber, GameID: 00000000409a9625, PlatformID: NA1
000006.012|  114544.0000kb|      4.0000kb added| ALWAYS| End processing App Update
000006.012|  114544.0000kb|      0.0000kb added| ALWAYS| Received client ID
000006.013|  114412.0000kb|   -132.0000kb added| ALWAYS| Set focus to app
000006.013|  114412.0000kb|      0.0000kb added| ALWAYS| Input started
000006.017|  114520.0000kb|    108.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.017|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.017|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.017|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.017|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell4, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell3, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell1, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell4, [r]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell3, [e]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell1, [q]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell4, [r]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell3, [e]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell1, [q]] in C:/Riot Games/League of Legends/Config/Input.ini
000006.018|  114520.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell4, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
