--- Log started at Sun Sep 09 21:42:55 2012

000000.000|   13500.0000kb|  13500.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.388|  196360.0000kb| 182860.0000kb added| ALWAYS| Global Log Level set to WARN
000000.388|  196392.0000kb|     32.0000kb added| ALWAYS| Build Version: Version 1.0.0.146 (Aug 29 2012/11:24:47) [PUBLIC] <__MAIN__>
000000.416|  199784.0000kb|   3392.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000000.416|  199784.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("ClientZips.txt", "rt") failed: No such file or directory
000000.416|  199784.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000000.416|  199784.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "ClientZips.txt".
000000.416|  199788.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open ClientZips.txt (from file Riot::File::InputFileStream::open)
000000.416|  199788.0000kb|      0.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.416|  199828.0000kb|     40.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.198/deploy/LolClient.exe" "216.133.234.96 5138 r57xGRA+a3AmOnLNMUwD4Q== <id_removed>"
000000.417|  199844.0000kb|     16.0000kb added| ALWAYS| Started System Init
000000.418|  199968.0000kb|    124.0000kb added| ALWAYS| Maestro Init
000000.421|  200132.0000kb|    164.0000kb added| ALWAYS| Maestro completed init
000000.432|  201200.0000kb|   1068.0000kb added| ALWAYS| StartSession called
000000.432|  201200.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000000.433|  201220.0000kb|     20.0000kb added| ALWAYS| Waiting until connection...
000000.433|  201220.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000000.433|  201220.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000000.433|  201220.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000000.435|  201232.0000kb|     12.0000kb added| ALWAYS| Measured processor speed: 2319
000000.435|  201232.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000000.435|  201236.0000kb|      4.0000kb added| ALWAYS| InitRenderer() enter
000000.438|  201844.0000kb|    608.0000kb added| ALWAYS| r3dRenderLayer::Init(0x00c905f4) enter
000000.457|  211428.0000kb|   9584.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000001.552|  215908.0000kb|   4480.0000kb added| ALWAYS| Physical memory: 8589934592
000001.552|  215908.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 8.17.12.9593
000001.552|  215908.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.552|  215908.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.552|  215908.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 2321
000001.553|  215908.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 8.17.12.9593
000001.553|  215908.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000002.913|  219036.0000kb|   3128.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000003.634|  236188.0000kb|  17152.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000003.634|  236188.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.182/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000003.634|  236188.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000003.634|  236188.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.182/deploy/data/menu/IMEConfig.xml".
000003.634|  236188.0000kb|      0.0000kb added|   WARN| FileManager::Open: Can't open C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.182/deploy/data/menu/IMEConfig.xml (from file (null))
000003.639|  236368.0000kb|    180.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects\lol_air_client\releases\0.0.0.198\deploy\preferences\
000003.639|  236376.0000kb|      8.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(0)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(1)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(2)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(3)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(4)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(5)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(6)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(7)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(8)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(9)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(10)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(11)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(12)
000003.639|  236376.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(13)
000003.640|  236380.0000kb|      4.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(14)
000003.640|  236396.0000kb|     16.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(15)
000003.640|  236396.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(16)
000003.640|  236396.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(17)
000003.640|  236396.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(18)
000003.640|  236396.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(19)
000003.640|  236396.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(20)
000003.640|  236400.0000kb|      4.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(21)
000003.640|  236400.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(22)
000003.640|  236400.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(23)
000003.640|  236400.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(24)
000003.640|  236400.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(25)
000003.640|  236400.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(26)
000003.640|  236400.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(27)
000003.640|  236400.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(28)
000003.643|  236468.0000kb|     68.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1280, YRes = 720, BPP = 32,  Flags=256, RenderPath = 101) enter
000003.643|  236468.0000kb|      0.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Enumerating Display Modes
000003.643|  236496.0000kb|     28.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000005.373|  262300.0000kb|  25804.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Initialize shaders for current rendering path
000005.426|  263832.0000kb|   1532.0000kb added| ALWAYS| r3dRenderLayer::SetMode exit successfully
000005.546|  268976.0000kb|   5144.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000005.822|  270620.0000kb|   1644.0000kb added| ALWAYS| Connected
000005.822|  270620.0000kb|      0.0000kb added| ALWAYS| Received client ID
000005.823|  270520.0000kb|   -100.0000kb added| ALWAYS| Set focus to app
000005.823|  270520.0000kb|      0.0000kb added| ALWAYS| Input started
000005.851|  270904.0000kb|    384.0000kb added| ALWAYS| Query Status Req started
000005.861|  270928.0000kb|     24.0000kb added| ALWAYS| Receiving PKT_World_SendGameNumber, GameID :000000001e736c9f
000005.951|  270948.0000kb|     20.0000kb added| ALWAYS| Query Status Req ended
000005.951|  270948.0000kb|      0.0000kb added| ALWAYS| Waiting for server response...
000006.251|  270952.0000kb|      4.0000kb added| ALWAYS| Receiving PKT_SynchVersionS2C_s, Server :Version 1.0.0.146 [PUBLIC]
000006.251|  270960.0000kb|      8.0000kb added| ALWAYS| Started Map Map1
000006.251|  270980.0000kb|     20.0000kb added| ALWAYS| netUID: 4 defaultname
000006.251|  270980.0000kb|      0.0000kb added| ALWAYS| Adding level zip file: Map1.zip
000006.255|  271004.0000kb|     24.0000kb added| ALWAYS| PlayGame Started
000006.386|  276536.0000kb|   5532.0000kb added| ALWAYS| PlayGame Entered
000006.387|  276608.0000kb|     72.0000kb added| ALWAYS| CurRenderPipeline
