--- Log started at Fri Aug 17 15:58:15 2012

000000.000|   14560.0000kb|  14560.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.426|  196448.0000kb| 181888.0000kb added| ALWAYS| Global Log Level set to WARN
000000.426|  196472.0000kb|     24.0000kb added| ALWAYS| Build Version: Version 1.0.0.145 (Aug 10 2012/15:28:56) [PUBLIC] <__MAIN__>
000000.522|  200608.0000kb|   4136.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000000.522|  200608.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("ClientZips.txt", "rt") failed: No such file or directory
000000.522|  200608.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000000.522|  200608.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "ClientZips.txt".
000000.522|  200612.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open ClientZips.txt (from file Riot::File::InputFileStream::open)
000000.522|  200612.0000kb|      0.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.522|  200648.0000kb|     36.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.190/deploy/LolClient.exe" "spectator 216.133.234.17:8088 DzA401DDLUK9QlULGc+/80rbIi1mziuh 485556555 <id_removed>"
000000.536|  202952.0000kb|   2304.0000kb added| ALWAYS| Started ReplayDownloadManager thread.
000000.536|  202964.0000kb|     12.0000kb added| ALWAYS| ==== Fetch MetaData Phase ====
000000.536|  202964.0000kb|      0.0000kb added| ALWAYS| ---- Waiting to fetch 5000
000000.536|  202964.0000kb|      0.0000kb added| ALWAYS| Started System Init
000000.536|  202968.0000kb|      4.0000kb added| ALWAYS| Maestro Init
000000.690|  203088.0000kb|    120.0000kb added| ALWAYS| Maestro completed init
000000.691|  203088.0000kb|      0.0000kb added| ALWAYS| Replay mode
000000.698|  203448.0000kb|    360.0000kb added| ALWAYS| StartSession called
000000.698|  203464.0000kb|     16.0000kb added| ALWAYS| Started Init event arguments
000000.699|  203496.0000kb|     32.0000kb added| ALWAYS| Waiting until connection...
000000.699|  203496.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000000.701|  204116.0000kb|    620.0000kb added| ALWAYS| r3dRenderLayer::Init(0x004f0048) enter
000000.722|  213916.0000kb|   9800.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
