--- Log started at Sun Aug 05 18:20:29 2012

000000.000|   13516.0000kb|  13516.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.394|  196148.0000kb| 182632.0000kb added| ALWAYS| Global Log Level set to WARN
000000.394|  196212.0000kb|     64.0000kb added| ALWAYS| Build Version: Version 1.0.0.144 (Jul 31 2012/14:03:17) [PUBLIC] <__MAIN__>
000000.638|  199732.0000kb|   3520.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.186/deploy/LolClient.exe" "216.133.234.186 5133 U9d5RZm9j5Y/gVA6Z8agKg== <id_removed>"
000000.639|  199736.0000kb|      4.0000kb added| ALWAYS| Started System Init
000000.641|  199860.0000kb|    124.0000kb added| ALWAYS| Maestro Init
000001.083|  200488.0000kb|    628.0000kb added| ALWAYS| Maestro completed init
000001.094|  201520.0000kb|   1032.0000kb added| ALWAYS| StartSession called
000001.094|  201532.0000kb|     12.0000kb added| ALWAYS| Started Init event arguments
000001.095|  201564.0000kb|     32.0000kb added| ALWAYS| Waiting until connection...
000001.095|  201564.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000001.097|  202204.0000kb|    640.0000kb added| ALWAYS| r3dRenderLayer::Init(0x01220574) enter
000001.118|  211752.0000kb|   9548.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000001.130|  212424.0000kb|    672.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000001.823|  226708.0000kb|  14284.0000kb added| ALWAYS| Physical memory: 8589934592
000001.823|  226708.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 8.17.12.9593
000001.823|  226708.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.823|  226708.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
