000000.000|  100784.0000kb| 100784.0000kb added| ALWAYS| Logging started at 2013-08-14T11:43:20.975
000000.001|  100824.0000kb|     40.0000kb added| ALWAYS| Global logging level set to   WARN
000000.002|  100824.0000kb|      0.0000kb added| ALWAYS| Build Version: Version 3.10.0.237 (Jul 26 2013/21:37:19) [PUBLIC] <Releases/3.10> ChangeList: 314135
000000.029|  101796.0000kb|    972.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.1.35/deploy/LolClient.exe" "216.133.234.109 5134 Exew26CDEXi9/aU8hYq/rA== <id_removed>"
000000.031|  101796.0000kb|      0.0000kb added| ALWAYS| Started System Init
000000.032|  101848.0000kb|     52.0000kb added| ALWAYS| Maestro Init
000000.044|  104324.0000kb|   2476.0000kb added| ALWAYS| Maestro completed init
000000.045|  104556.0000kb|    232.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.220|  106092.0000kb|   1536.0000kb added| ALWAYS| StartSession called
000000.220|  106092.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000000.221|  106092.0000kb|      0.0000kb added| ALWAYS| Waiting until connection...
000001.417|  109420.0000kb|   3328.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.417|  109420.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.418|  109420.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 2321
000001.418|  109420.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 9.18.13.2049
000001.418|  109420.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000002.884|  112612.0000kb|   3192.0000kb added| ALWAYS| InitRenderer() enter
000002.884|  112700.0000kb|     88.0000kb added| ALWAYS| r3dRenderLayer::Init(0x000f0674) enter
000003.003|  116072.0000kb|   3372.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000003.607|  124012.0000kb|   7940.0000kb added| ALWAYS| Loaded locale en_US via fontconfig
000003.671|  120744.0000kb|  -3268.0000kb added|  ERROR| Missing file on r3dGFile open :C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.239/deploy/Data/Menu/IMEConfig.xml
000003.740|  120892.0000kb|    148.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.35/deploy/preferences/
000003.925|  120964.0000kb|     72.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1366, YRes = 768, BPP = 32,  Flags=0) enter
000003.926|  120980.0000kb|     16.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
