--- Log started at Sat Jul 14 22:15:35 2012

000000.000|   13524.0000kb|  13524.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.397|  195476.0000kb| 181952.0000kb added| ALWAYS| Global Log Level set to WARN
000000.397|  195500.0000kb|     24.0000kb added| ALWAYS| Build Version: Version 1.0.0.142 (Jul  6 2012/15:00:22) [PUBLIC] <__MAIN__>
000000.429|  199000.0000kb|   3500.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.171/deploy/LolClient.exe" "216.133.234.48 5165 0j1iKkwVGeemsZBz9+wkfQ== <id_removed>"
000000.429|  199004.0000kb|      4.0000kb added| ALWAYS| Started System Init
000000.431|  199124.0000kb|    120.0000kb added| ALWAYS| Maestro Init
000000.512|  199436.0000kb|    312.0000kb added| ALWAYS| Maestro completed init
000000.527|  200588.0000kb|   1152.0000kb added| ALWAYS| StartSession called
000000.527|  200600.0000kb|     12.0000kb added| ALWAYS| Started Init event arguments
000000.528|  200704.0000kb|    104.0000kb added| ALWAYS| Waiting until connection...
000000.528|  200704.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000000.530|  201376.0000kb|    672.0000kb added| ALWAYS| r3dRenderLayer::Init(0x002a04c0) enter
000000.554|  211032.0000kb|   9656.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000000.567|  211768.0000kb|    736.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000001.364|  228896.0000kb|  17128.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000001.364|  228896.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.165/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000001.364|  228896.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000001.364|  228896.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.165/deploy/data/menu/IMEConfig.xml".
000001.364|  228900.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.165/deploy/data/menu/IMEConfig.xml (from file (null))
000001.590|  231096.0000kb|   2196.0000kb added| ALWAYS| Connected
000001.590|  231096.0000kb|      0.0000kb added| ALWAYS| Received client ID
000001.590|  231096.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000001.590|  231096.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.590|  231096.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.590|  231100.0000kb|      4.0000kb added| ALWAYS| Measured processor speed: 2321
000001.590|  231100.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000001.590|  231100.0000kb|      0.0000kb added| ALWAYS| Started Init render
000001.591|  231120.0000kb|     20.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects\lol_air_client\releases\0.0.0.171\deploy\preferences\
000001.591|  231132.0000kb|     12.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(0)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(1)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(2)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(3)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(4)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(5)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(6)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(7)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(8)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(9)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(10)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(11)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(12)
000001.591|  231132.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(13)
000001.591|  231140.0000kb|      8.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(14)
000001.591|  231152.0000kb|     12.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(15)
000001.591|  231152.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(16)
000001.591|  231152.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(17)
000001.591|  231152.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(18)
000001.591|  231152.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(19)
000001.591|  231152.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(20)
000001.591|  231156.0000kb|      4.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(21)
000001.591|  231156.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(22)
000001.591|  231156.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(23)
000001.591|  231156.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(24)
000001.592|  231156.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(25)
000001.592|  231156.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(26)
000001.592|  231156.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(27)
000001.592|  231156.0000kb|      0.0000kb added| ALWAYS| OptionsManager::OnOptionChanged(28)
000001.595|  231356.0000kb|    200.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1280, YRes = 720, BPP = 32,  Flags=256, RenderPath = 101) enter
000001.595|  231356.0000kb|      0.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Enumerating Display Modes
000001.595|  231392.0000kb|     36.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000001.710|  233324.0000kb|   1932.0000kb added| ALWAYS| Physical memory: 8589934592
