--- Log started at Wed Aug 15 17:50:17 2012

000000.000|   13412.0000kb|  13412.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000001.502|  198532.0000kb| 185120.0000kb added| ALWAYS| Global Log Level set to WARN
000001.503|  198532.0000kb|      0.0000kb added| ALWAYS| Build Version: Version 1.0.0.145 (Aug 10 2012/15:28:56) [PUBLIC] <__MAIN__>
000001.735|  200112.0000kb|   1580.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000001.735|  200112.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("ClientZips.txt", "rt") failed: No such file or directory
000001.735|  200112.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000001.735|  200112.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "ClientZips.txt".
000001.736|  200116.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open ClientZips.txt (from file Riot::File::InputFileStream::open)
000001.736|  200116.0000kb|      0.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000001.750|  200152.0000kb|     36.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.190/deploy/LolClient.exe" "spectator spectator.na.lol.riotgames.com:8088 gr199ES9RJijc2gPs4GDDmUFGBv+jNLl 483537535 <id_removed>"
000001.795|  201128.0000kb|    976.0000kb added| ALWAYS| Started ReplayDownloadManager thread.
000001.795|  201140.0000kb|     12.0000kb added| ALWAYS| ==== Fetch MetaData Phase ====
000001.795|  201140.0000kb|      0.0000kb added| ALWAYS| ---- Waiting to fetch 5000
000001.829|  201152.0000kb|     12.0000kb added| ALWAYS| Started System Init
000001.829|  201156.0000kb|      4.0000kb added| ALWAYS| Maestro Init
000002.139|  201284.0000kb|    128.0000kb added| ALWAYS| Maestro completed init
000002.139|  201284.0000kb|      0.0000kb added| ALWAYS| Replay mode
000002.182|  201496.0000kb|    212.0000kb added| ALWAYS| StartSession called
000002.182|  201508.0000kb|     12.0000kb added| ALWAYS| Started Init event arguments
000002.182|  201548.0000kb|     40.0000kb added| ALWAYS| Waiting until connection...
000002.182|  201548.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000002.187|  202168.0000kb|    620.0000kb added| ALWAYS| r3dRenderLayer::Init(0x001003fa) enter
000002.564|  211796.0000kb|   9628.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000002.575|  212484.0000kb|    688.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000002.759|  216868.0000kb|   4384.0000kb added| ALWAYS| Physical memory: 8589934592
000002.759|  216868.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 8.17.12.9593
000002.759|  216868.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000002.759|  216868.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000002.759|  216876.0000kb|      8.0000kb added| ALWAYS| Measured processor speed: 2320
000002.759|  216876.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 8.17.12.9593
000002.759|  216876.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000003.318|  229880.0000kb|  13004.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000003.318|  229880.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.176/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000003.318|  229880.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000003.318|  229880.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.176/deploy/data/menu/IMEConfig.xml".
000003.318|  229880.0000kb|      0.0000kb added|   WARN| FileManager::Open: Can't open C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.176/deploy/data/menu/IMEConfig.xml (from file (null))
000003.518|  230848.0000kb|    968.0000kb added| ALWAYS| Sleeping
000003.622|  230848.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.623|  230856.0000kb|      8.0000kb added| ALWAYS| End processing App Update
000003.623|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.732|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.732|  230856.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.732|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.841|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.841|  230856.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.841|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.950|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.950|  230856.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.950|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.059|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.059|  230856.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.059|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.168|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.169|  230856.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.169|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.278|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.278|  230856.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.278|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.387|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.387|  230856.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.387|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.496|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.496|  230856.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.496|  230856.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.605|  230856.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
