--- Log started at Thu Aug 09 16:18:30 2012

000000.000|   13568.0000kb|  13568.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.401|  196272.0000kb| 182704.0000kb added| ALWAYS| Global Log Level set to WARN
000000.401|  196284.0000kb|     12.0000kb added| ALWAYS| Build Version: Version 1.0.0.144 (Aug  3 2012/16:48:09) [PUBLIC] <Releases/1_144_Diana>
000000.439|  199792.0000kb|   3508.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.187/deploy/LolClient.exe" "216.133.234.202 5114 6GwG75F6MKXlnPTt/QaY8Q== <id_removed>"
000000.440|  199796.0000kb|      4.0000kb added| ALWAYS| Started System Init
000000.442|  199916.0000kb|    120.0000kb added| ALWAYS| Maestro Init
000000.525|  200088.0000kb|    172.0000kb added| ALWAYS| Maestro completed init
000000.539|  201400.0000kb|   1312.0000kb added| ALWAYS| StartSession called
000000.539|  201412.0000kb|     12.0000kb added| ALWAYS| Started Init event arguments
000000.540|  201516.0000kb|    104.0000kb added| ALWAYS| Waiting until connection...
000000.540|  201516.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000000.543|  202124.0000kb|    608.0000kb added| ALWAYS| r3dRenderLayer::Init(0x022b090e) enter
000000.570|  220036.0000kb|  17912.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000000.581|  220712.0000kb|    676.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000001.410|  237884.0000kb|  17172.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000001.411|  237884.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.174/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000001.411|  237884.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000001.411|  237884.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.174/deploy/data/menu/IMEConfig.xml".
000001.411|  237888.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.174/deploy/data/menu/IMEConfig.xml (from file (null))
000001.644|  239032.0000kb|   1144.0000kb added| ALWAYS| Connected
000001.645|  239064.0000kb|     32.0000kb added| ALWAYS| Receiving PKT_World_SendGameNumber, GameID :000000001c608467
000001.645|  239064.0000kb|      0.0000kb added| ALWAYS| Received client ID
000001.645|  239064.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000001.645|  239064.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.645|  239064.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.645|  239068.0000kb|      4.0000kb added| ALWAYS| Measured processor speed: 2313
