--- Log started at Fri Jul 13 13:40:22 2012

000000.000|   13388.0000kb|  13388.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.352|  195484.0000kb| 182096.0000kb added| ALWAYS| Global Log Level set to WARN
000000.352|  195548.0000kb|     64.0000kb added| ALWAYS| Build Version: Version 1.0.0.142 (Jul  6 2012/15:00:22) [PUBLIC] <__MAIN__>
000000.529|  198896.0000kb|   3348.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.171/deploy/LolClient.exe" "216.133.234.95 5168 y7miztpy2g0+0r/uxDPyNA== <id_removed>"
000000.530|  198900.0000kb|      4.0000kb added| ALWAYS| Started System Init
000000.533|  199016.0000kb|    116.0000kb added| ALWAYS| Maestro Init
000000.977|  199660.0000kb|    644.0000kb added| ALWAYS| Maestro completed init
000000.988|  200684.0000kb|   1024.0000kb added| ALWAYS| StartSession called
000000.988|  200696.0000kb|     12.0000kb added| ALWAYS| Started Init event arguments
000000.989|  200728.0000kb|     32.0000kb added| ALWAYS| Waiting until connection...
000000.989|  200728.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000001.031|  201364.0000kb|    636.0000kb added| ALWAYS| r3dRenderLayer::Init(0x0037057e) enter
000001.050|  210876.0000kb|   9512.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000001.062|  211612.0000kb|    736.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000001.807|  228760.0000kb|  17148.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000001.807|  228760.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.165/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000001.807|  228760.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000001.807|  228760.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.165/deploy/data/menu/IMEConfig.xml".
000001.807|  228764.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.165/deploy/data/menu/IMEConfig.xml (from file (null))
000002.063|  231240.0000kb|   2476.0000kb added| ALWAYS| Physical memory: 8589934592
