--- Log started at Sat Aug 11 17:35:53 2012

000000.000|   13360.0000kb|  13360.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.372|  195880.0000kb| 182520.0000kb added| ALWAYS| Global Log Level set to WARN
000000.372|  195968.0000kb|     88.0000kb added| ALWAYS| Build Version: Version 1.0.0.144 (Aug  3 2012/16:48:09) [PUBLIC] <Releases/1_144_Diana>
000000.403|  199432.0000kb|   3464.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.187/deploy/LolClient.exe" "216.133.234.90 5193 8Gc4gu4rNYcvcgcHcOplQw== <id_removed>"
000000.404|  199436.0000kb|      4.0000kb added| ALWAYS| Started System Init
000000.406|  199556.0000kb|    120.0000kb added| ALWAYS| Maestro Init
000000.563|  200196.0000kb|    640.0000kb added| ALWAYS| Maestro completed init
000000.576|  201232.0000kb|   1036.0000kb added| ALWAYS| StartSession called
000000.576|  201240.0000kb|      8.0000kb added| ALWAYS| Started Init event arguments
000000.576|  201272.0000kb|     32.0000kb added| ALWAYS| Waiting until connection...
000000.576|  201272.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000000.579|  201892.0000kb|    620.0000kb added| ALWAYS| r3dRenderLayer::Init(0x000f0626) enter
000000.599|  209820.0000kb|   7928.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000000.611|  210472.0000kb|    652.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000001.399|  227644.0000kb|  17172.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000001.399|  227644.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.174/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000001.399|  227644.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000001.399|  227644.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.174/deploy/data/menu/IMEConfig.xml".
000001.399|  227648.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.174/deploy/data/menu/IMEConfig.xml (from file (null))
000001.622|  230656.0000kb|   3008.0000kb added| ALWAYS| Connected
000001.622|  230688.0000kb|     32.0000kb added| ALWAYS| Receiving PKT_World_SendGameNumber, GameID :000000001c87c88c
000001.622|  230688.0000kb|      0.0000kb added| ALWAYS| Received client ID
000001.622|  230688.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000001.622|  230688.0000kb|      0.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.622|  230688.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.622|  230692.0000kb|      4.0000kb added| ALWAYS| Measured processor speed: 2322
000001.622|  230692.0000kb|      0.0000kb added| ALWAYS| Physical memory: 0
000001.622|  230692.0000kb|      0.0000kb added| ALWAYS| Started Init render
