000000.000|  100388.0000kb| 100388.0000kb added| ALWAYS| Logging started at 2013-08-16T00:19:47.669
000000.003|  100408.0000kb|     20.0000kb added| ALWAYS| Global logging level set to   WARN
000000.003|  100408.0000kb|      0.0000kb added| ALWAYS| Build Version: Version 3.10.0.237 (Jul 26 2013/21:37:19) [PUBLIC] <Releases/3.10> ChangeList: 314135
000000.126|  101724.0000kb|   1316.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.1.35/deploy/LolClient.exe" "64.7.194.130 5100 guCemewSLlDr9RgT/sf77A== <id_removed>"
000000.161|  101724.0000kb|      0.0000kb added| ALWAYS| Started System Init
000000.162|  101780.0000kb|     56.0000kb added| ALWAYS| Maestro Init
000000.214|  104652.0000kb|   2872.0000kb added| ALWAYS| Maestro completed init
000000.238|  104896.0000kb|    244.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.437|  106204.0000kb|   1308.0000kb added| ALWAYS| StartSession called
000000.437|  106204.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000000.438|  106208.0000kb|      4.0000kb added| ALWAYS| Waiting until connection...
000001.194|  108576.0000kb|   2368.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.194|  108576.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.194|  108576.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 2320
000001.194|  108576.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 9.18.13.2049
000001.194|  108580.0000kb|      4.0000kb added| ALWAYS| Physical memory: 8589934592
000003.184|  112692.0000kb|   4112.0000kb added| ALWAYS| InitRenderer() enter
000003.185|  112692.0000kb|      0.0000kb added| ALWAYS| r3dRenderLayer::Init(0x001104b8) enter
000003.290|  116136.0000kb|   3444.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000003.920|  123780.0000kb|   7644.0000kb added| ALWAYS| Loaded locale en_US via fontconfig
000004.091|  120508.0000kb|  -3272.0000kb added|  ERROR| Missing file on r3dGFile open :C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.239/deploy/Data/Menu/IMEConfig.xml
000004.160|  120652.0000kb|    144.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.35/deploy/preferences/
000004.345|  120728.0000kb|     76.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1366, YRes = 768, BPP = 32,  Flags=0) enter
000004.345|  120744.0000kb|     16.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000004.739|  138636.0000kb|  17892.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Initialize shaders for current rendering path
000005.664|  141360.0000kb|   2724.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
