--- Log started at Sun Jul 29 23:42:26 2012

000000.000|   13376.0000kb|  13376.0000kb added| ALWAYS| RADS::Common::Cider::Create: Running on Windows
000000.372|  195940.0000kb| 182564.0000kb added| ALWAYS| Global Log Level set to WARN
000000.372|  195956.0000kb|     16.0000kb added| ALWAYS| Build Version: Version 1.0.0.143 (Jul 18 2012/13:03:39) [PUBLIC] <__MAIN__>
000000.407|  199556.0000kb|   3600.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.0.176/deploy/LolClient.exe" "216.133.234.50 5101 8yPlqtSuGSkuVUO9mkzq1A== <id_removed>"
000000.408|  199564.0000kb|      8.0000kb added| ALWAYS| Started System Init
000000.410|  199676.0000kb|    112.0000kb added| ALWAYS| Maestro Init
000000.530|  200296.0000kb|    620.0000kb added| ALWAYS| Maestro completed init
000000.544|  201392.0000kb|   1096.0000kb added| ALWAYS| StartSession called
000000.544|  201400.0000kb|      8.0000kb added| ALWAYS| Started Init event arguments
000000.544|  201440.0000kb|     40.0000kb added| ALWAYS| Waiting until connection...
000000.545|  201440.0000kb|      0.0000kb added| ALWAYS| InitRender() enter
000000.547|  202068.0000kb|    628.0000kb added| ALWAYS| r3dRenderLayer::Init(0x00510518) enter
000000.566|  211336.0000kb|   9268.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000000.579|  212052.0000kb|    716.0000kb added| ALWAYS| Attempting to load fontconfig file for en_US (DATA/Menu/fontconfig_en_US.txt).
000001.427|  229108.0000kb|  17056.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: No such file or directory
000001.427|  229108.0000kb|      0.0000kb added|  ERROR| RADS::Common::CRT::fopen_s: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.170/deploy/data/menu/IMEConfig.xml", "rb") failed: No such file or directory
000001.427|  229108.0000kb|      0.0000kb added|  ERROR| RADS::API::Impl::FileUnmanaged::FileUnmanaged: The handle that was passed to the API has been either invalidated or closed.
000001.427|  229108.0000kb|      0.0000kb added|   NONE| RADS::API::Impl::FileUnmanaged::FileUnmanaged: Failed to open "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.170/deploy/data/menu/IMEConfig.xml".
000001.427|  229112.0000kb|      4.0000kb added|   WARN| FileManager::Open: Can't open C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.170/deploy/data/menu/IMEConfig.xml (from file (null))
